Name,Difficulty,Distance,elevation_gain,route_type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars
Bear Creek Trail,HARD,12.4,4698,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Flats Wilderness Area,4.5
East Lake Creek Trail,MODERATE,4.1,1049,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,4.1
Rosalie Trail,HARD,11.5,3756,Point to Point,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6
Guanella Pass Trail,EASY,24.7,3458,Point to Point,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.2
Overlook Trail,MODERATE,5.9,2116,Out & Back,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.3
Alberta Peak: Continental Divide National Scenic Trail,MODERATE,4.8,1233,Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South San Juan Wilderness,4.6
Eaglesmere Lakes,MODERATE,7.4,1850,Out & Back,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.1
Abyss Lake,HARD,23.3,6105,Out & Back,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6
Crosier Mountain Trail via Devil's Gulch Rd.,HARD,7.0,2152,Out & Back,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.3
Sentinel Point Trail,HARD,6.1,2732,Loop,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.2
Royal Gorge Trail,EASY,5.4,610,Out & Back,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royal Gorge Park ,4.5
Webster and Red Cone Pass Trail,MODERATE,17.5,3759,Out & Back,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.8
Challenge Hill Blue Loop Trail,MODERATE,0.6,173,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philip S. Miller Park,4.6
Caribou Trail,EASY,4.0,308,Loop,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Roosevelt National Forest,4.3
Missouri Mountain Trail ,MODERATE,8.6,4416,Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.6
Highline Canal Trail,EASY,7.2,82,Point to Point,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Hentzell Park,3.9
Maroon Creek Trail,MODERATE,6.9,1161,Out & Back,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.1
MacGregor Falls Trail,EASY,6.2,948,Out & Back,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.2
Sullivan Gulch Trail,MODERATE,2.0,984,Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.3
Blackmer Loop Trail,MODERATE,4.2,482,Loop,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cheyenne Mountain State Park,4.4
Platte River Trail,MODERATE,6.6,902,Out & Back,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1
Willow Creek / Salmon Lake Trail,HARD,16.6,3031,Out & Back,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.5
Bear Creek Greenbelt Lakewood Trail,EASY,3.5,59,Out & Back,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bear Valley Open Space,4.1
"Fishhook Lake, Lost Lake, and Lake Elmo Trail",MODERATE,3.8,528,Out & Back,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.6
Dillon Reservoir Loop,MODERATE,18.4,1092,Loop,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,White River National Forest,4.6
Emerald Mountain Trail,MODERATE,1.5,902,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.1
Saint Peter's Dome Trail,MODERATE,1.2,337,Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5
Bluebell Mesa Loop,MODERATE,1.5,429,Loop,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.3
Hummingbird and Songbird Loop Trail,EASY,2.1,482,Loop,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reynolds Ranch County Park,4.1
Lake Charles Trail,HARD,8.4,1745,Out & Back,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.6
Lost Lake Trail,EASY,7.2,1181,Out & Back,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.3
Lily Ridge Trail,EASY,1.1,196,Loop,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.4
Dinosaur Ridge,EASY,4.0,705,Out & Back,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matthews Winters Park,4.0
Eagle Lake Trail,MODERATE,5.4,1036,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.7
Uncompahgre Peak Trail,HARD,7.1,2870,Out & Back,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Uncompahgre National Forest,4.7
Mason Creek Trail ,MODERATE,8.1,1558,Out & Back,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staunton State Park,4.4
Forest Canyon Overlook,EASY,0.3,22,Out & Back,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5
Canyon Rim Trail to Window Rock,EASY,1.8,246,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,4.3
Beaver Trail ,MODERATE,3.4,925,Loop,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Golden Gate Canyon State Park,3.9
Apex and Enchanted Forest Trail Loop,MODERATE,5.5,1243,Loop,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apex Open Space Park,4.3
Mount Herman and Raspberry Mountain Loop via Whilte Ghost Trail,MODERATE,9.3,1929,Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1
Grouse Lake Trail,HARD,9.0,2851,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.2
Music Pass Trail,MODERATE,2.5,793,Out & Back,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.8
Baker's Tank,HARD,5.1,882,Out & Back,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.2
Rawah Trail,MODERATE,25.0,5062,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rawah Wilderness,4.9
Keystone Gulch,HARD,18.1,2788,Loop,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.2
Scotsman Trail Loop,MODERATE,1.0,114,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.2
Seaman Reservoir Trail ,MODERATE,3.2,403,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gateway Mountain Park,3.7
Quail Lake Trail,EASY,1.1,101,Loop,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quail Lake Park,4.0
Bear Creek Trail to Panorama Point,MODERATE,6.1,1099,Loop,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lair o' the Bear Park,4.2
Moffat (Rollins Pass) Road,EASY,12.7,1384,Out & Back,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.3
Colorado Trail from Kenosha Pass to Georgia Pass,MODERATE,11.6,2837,Point to Point,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.4
Gunnison Route Trail,HARD,1.8,1781,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.7
Three Island Lake Trail,MODERATE,7.1,1541,Out & Back,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.6
Gem Trail to Balanced Rock,MODERATE,7.0,1696,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.4
Mosquito Pass Trail,MODERATE,12.5,2965,Point to Point,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6
Wheeler Geologic Area Road,HARD,16.6,3310,Point to Point,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.5
South Table Mountain Trail,EASY,1.2,465,Out & Back,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Table Mountain Park,4.5
Chasm View Nature Trail,EASY,0.6,108,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.7
Sheep Mountain Trail,HARD,8.3,2887,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.9
Perkins Central Garden Trail,EASY,1.1,75,Loop,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Garden of the Gods,4.4
Moody Hill Trail,MODERATE,18.5,4484,Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.1
Burning Bear Trail,EASY,7.5,1253,Out & Back,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1
Hogback Ridge Trail,MODERATE,2.8,816,Loop,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunbarrel Ranch,4.0
French Pass Trail,MODERATE,7.3,1653,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6
Sourdough Trail,HARD,11.0,1610,Out & Back,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.9
Pineridge Trail,EASY,4.1,252,Loop,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cottonwood Glen Park,4.0
Pikes Peak Highway: Cascade to the Summit of Pikes Peak,MODERATE,17.4,6509,Point to Point,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Hurricane Canyon Natural Area,4.6
Liberty Cap Trail,MODERATE,12.9,2004,Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,4.3
Caribou Pass Trail,MODERATE,6.3,1715,Out & Back,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.7
Lower Hunter Creek Trail,EASY,1.7,456,Out & Back,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.5
Colorado Trail: Segment 5,MODERATE,13.7,1886,Point to Point,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.9
Lower Sand Creek Lake Trail,HARD,6.7,1909,Out & Back,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Great Sand Dunes National Preserve,4.9
Big Dominguez Canyon ,EASY,19.6,356,Out & Back,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dominguez Canyon Wilderness,4.5
Columbine Trail,MODERATE,7.6,1607,Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,North Cheyenne Cañon Park,4.2
The Incline Trail,HARD,3.6,1922,Loop,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane Canyon Natural Area,4.7
Lower Dadd Gulch Trail,MODERATE,6.9,1496,Out & Back,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.8
Lory State Park Loop Trail,HARD,10.2,1725,Loop,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charles A Lory State Park,4.3
Meyers Ranch,EASY,1.7,282,Loop,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meyer Ranch Park,4.0
Corkscrew Gulch,MODERATE,6.8,3746,Point to Point,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.7
Buckskin Pass Trail to Snowmass Lake,HARD,15.5,5141,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,4.9
"Camp Lakes, Rawah Lakes, and Twin Crater Lakes Loop Trail",HARD,23.2,4022,Loop,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rawah Wilderness,4.6
Weller Lake Trail,EASY,1.0,229,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.1
Lookout Mountain Trail,MODERATE,10.4,2562,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cache La Poudre Wilderness,4.0
Bishop Castle,MODERATE,0.1,26,Out & Back,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,San Isabel National Forest,4.2
Lenawee Trail,HARD,6.6,2280,Out & Back,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.9
Golden Gate State Park Loop Trail,MODERATE,11.8,2335,Loop,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Gate Canyon State Park,4.0
5 Lake Loop,HARD,12.2,3225,Loop,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5
Woodland Trail to Skyscraper Reservoir,MODERATE,10.2,2263,Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.5
Oh-My-God Road,EASY,4.8,1804,Point to Point,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.2
Bear Lake to Bierstadt Lake via Flat Top Mountain Trail,EASY,4.4,347,Point to Point,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5
Fall Creek Pass Trail,HARD,16.3,4796,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.8
American Basin Trail,MODERATE,2.1,879,Out & Back,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Handies Peak Wilderness,4.7
Coyote Song Trail,EASY,2.6,344,Out & Back,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Valley Park,4.2
Towhee and Homestead Trails,MODERATE,2.6,511,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.0
Gore Valley Trail,EASY,2.7,104,Out & Back,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White River National Forest,4.0
Bible Park Trail Loop,EASY,1.7,26,Loop,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bible Park,3.9
Ute Trail,EASY,1.1,118,Loop,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.1
Jean Lunning Trail and Pawnee Pass Loop,EASY,2.9,180,Loop,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.5
Exclamation Point,EASY,2.9,364,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.4
Pines to Peak - Bald Mountain Loop Trail,EASY,1.9,374,Loop,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bald Mountain Scenic Area,3.7
Maverick and Sawmill Trails,EASY,2.4,364,Loop,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.3
Barbour Forks Trail,MODERATE,6.4,1902,Loop,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.8
Lower Box Canyon Falls,EASY,0.3,26,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.1
Steamboat Ski Resort Trail,MODERATE,6.0,1679,Loop,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.2
Red Elephant Hill Empire Trail,HARD,11.9,3415,Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.1
Little Thompson Overlook Trail,EASY,2.8,433,Out & Back,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rabbit Mountain Open Space,3.8
Chautauqua-Bluebell-Baird Trails,EASY,1.4,459,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.3
Devils Thumb Trailhead to Devils Thumb Pass,HARD,7.0,2250,Out & Back,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indian Peaks Wilderness,4.7
Bear Canyon Trail to Bear Peak,HARD,6.3,1597,Out & Back,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.3
Brookside-McCurdy Trail,HARD,7.4,1371,Out & Back,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.8
Mt. Lincoln,MODERATE,8.1,3074,Out & Back,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.3
Chair Rocks Via Colorado Trail,MODERATE,9.3,885,Out & Back,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1
Greens Creek Trail,MODERATE,13.5,2923,Out & Back,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.3
Clinton Gulch Dam Reservoir,EASY,2.4,232,Loop,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.5
Gourd Lake Trail,MODERATE,15.4,2749,Out & Back,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.4
Mount Evans Resthouse Trail,MODERATE,11.1,2273,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echo Lake Park,4.1
