Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach
Mount Herman and Raspberry Mountain Loop via Whilte Ghost Trail,MODERATE,9.3 miles,"1,929 feet",Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grouse Lake Trail,HARD,9.0 miles,"2,851 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Music Pass Trail,MODERATE,2.5 miles,793 feet,Out & Back,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Shanahan Trail,EASY,2.4 miles,577 feet,Out & Back,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker's Tank,HARD,5.1 miles,882 feet,Out & Back,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rawah Trail,MODERATE,25.0 miles,"5,062 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keystone Gulch,HARD,18.1 miles,"2,788 feet",Loop,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotsman Trail Loop,MODERATE,1.0 miles,114 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seaman Reservoir Trail ,MODERATE,3.2 miles,403 feet,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quail Lake Trail,EASY,1.1 miles,101 feet,Loop,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Creek Trail to Panorama Point,MODERATE,6.1 miles,"1,099 feet",Loop,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moffat (Rollins Pass) Road,EASY,12.7 miles,"1,384 feet",Out & Back,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail from Kenosha Pass to Georgia Pass,MODERATE,11.6 miles,"2,837 feet",Point to Point,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunnison Route Trail,HARD,1.8 miles,"1,781 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Island Lake Trail,MODERATE,7.1 miles,"1,541 feet",Out & Back,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gem Trail to Balanced Rock,MODERATE,7.0 miles,"1,696 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosquito Pass Trail,MODERATE,12.5 miles,"2,965 feet",Point to Point,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wheeler Geologic Area Road,HARD,16.6 miles,"3,310 feet",Point to Point,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
South Table Mountain Trail,EASY,1.2 miles,465 feet,Out & Back,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chasm View Nature Trail,EASY,0.6 miles,108 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheep Mountain Trail,HARD,8.3 miles,"2,887 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perkins Central Garden Trail,EASY,1.1 miles,75 feet,Loop,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Moody Hill Trail,MODERATE,18.5 miles,"4,484 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Burning Bear Trail,EASY,7.5 miles,"1,253 feet",Out & Back,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hogback Ridge Trail,MODERATE,2.8 miles,816 feet,Loop,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Pass Trail,MODERATE,7.3 miles,"1,653 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sourdough Trail,HARD,11.0 miles,"1,610 feet",Out & Back,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineridge Trail,EASY,4.1 miles,252 feet,Loop,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pikes Peak Highway: Cascade to the Summit of Pikes Peak,MODERATE,17.4 miles,"6,509 feet",Point to Point,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Liberty Cap Trail,MODERATE,12.9 miles,"2,004 feet",Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caribou Pass Trail,MODERATE,6.3 miles,"1,715 feet",Out & Back,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Hunter Creek Trail,EASY,1.7 miles,456 feet,Out & Back,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail: Segment 5,MODERATE,13.7 miles,"1,886 feet",Point to Point,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Sand Creek Lake Trail,HARD,6.7 miles,"1,909 feet",Out & Back,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Big Dominguez Canyon ,EASY,19.6 km,356 m,Out & Back,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Columbine Trail,MODERATE,7.6 miles,"1,607 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Incline Trail,HARD,3.6 miles,"1,922 feet",Loop,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Dadd Gulch Trail,MODERATE,6.9 miles,"1,496 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lory State Park Loop Trail,HARD,10.2 miles,"1,725 feet",Loop,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meyers Ranch,EASY,1.7 miles,282 feet,Loop,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corkscrew Gulch,MODERATE,6.8 miles,"3,746 feet",Point to Point,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Buckskin Pass Trail to Snowmass Lake,HARD,15.5 miles,"5,141 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Camp Lakes, Rawah Lakes, and Twin Crater Lakes Loop Trail",HARD,23.2 miles,"4,022 feet",Loop,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weller Lake Trail,EASY,1.0 miles,229 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lookout Mountain Trail,MODERATE,10.4 miles,"2,562 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bishop Castle,MODERATE,0.1 miles,26 feet,Out & Back,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Highline Canal Trail,MODERATE,16.5 miles,331 feet,Out & Back,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenawee Trail,HARD,6.6 miles,"2,280 feet",Out & Back,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Golden Gate State Park Loop Trail,MODERATE,11.8 miles,"2,335 feet",Loop,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Lake Loop,HARD,12.2 miles,"3,225 feet",Loop,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodland Trail to Skyscraper Reservoir,MODERATE,10.2 miles,"2,263 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh-My-God Road,EASY,4.8 miles,"1,804 feet",Point to Point,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bear Lake to Bierstadt Lake via Flat Top Mountain Trail,EASY,4.4 miles,347 feet,Point to Point,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fall Creek Pass Trail,HARD,16.3 miles,"4,796 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Basin Trail,MODERATE,2.1 miles,879 feet,Out & Back,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coyote Song Trail,EASY,2.6 miles,344 feet,Out & Back,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Towhee and Homestead Trails,MODERATE,2.6 miles,511 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gore Valley Trail,EASY,2.7 miles,104 feet,Out & Back,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bible Park Trail Loop,EASY,1.7 miles,26 feet,Loop,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Creek Canyon Trail,MODERATE,2.9 miles,223 feet,Out & Back,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ute Trail,EASY,1.1 miles,118 feet,Loop,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Lunning Trail and Pawnee Pass Loop,EASY,2.9 miles,180 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exclamation Point,EASY,2.9 miles,364 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pines to Peak - Bald Mountain Loop Trail,EASY,1.9 miles,374 feet,Loop,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maverick and Sawmill Trails,EASY,2.4 miles,364 feet,Loop,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deer Creek, Saints John Glacier Mountain 4x4 Loop Trail",MODERATE,14.6 miles,"3,379 feet",Loop,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Barbour Forks Trail,MODERATE,6.4 miles,"1,902 feet",Loop,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Lower Box Canyon Falls,EASY,0.3 miles,26 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steamboat Ski Resort Trail,MODERATE,6.0 miles,"1,679 feet",Loop,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Palisade Rim Trail,MODERATE,3.3 miles,616 feet,Out & Back,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radium Hot Springs,MODERATE,1.5 miles,328 feet,Loop,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mount Herman and Rampart Range Road,HARD,38.7 miles,"5,984 feet",Point to Point,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Elephant Hill Empire Trail,HARD,11.9 miles,"3,415 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Little Thompson Overlook Trail,EASY,2.8 miles,433 feet,Out & Back,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chautauqua-Bluebell-Baird Trails,EASY,1.4 miles,459 feet,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devils Thumb Trailhead to Devils Thumb Pass,HARD,7.0 miles,"2,250 feet",Out & Back,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Canyon Trail to Bear Peak,HARD,6.3 miles,"1,597 feet",Out & Back,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brookside-McCurdy Trail,HARD,7.4 miles,"1,371 feet",Out & Back,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt. Lincoln,MODERATE,8.1 miles,"3,074 feet",Out & Back,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chair Rocks Via Colorado Trail,MODERATE,9.3 miles,885 feet,Out & Back,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens Creek Trail,MODERATE,13.5 miles,"2,923 feet",Out & Back,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Gulch Dam Reservoir,EASY,2.4 miles,232 feet,Loop,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gourd Lake Trail,MODERATE,15.4 miles,"2,749 feet",Out & Back,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Brands Trail around Hildebrand Ranch,EASY,5.0 miles,400 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mount Evans Resthouse Trail,MODERATE,11.1 miles,"2,273 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horsethief to the Crags Trail,MODERATE,9.0 miles,"1,916 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coot Lake Trail,EASY,1.3 miles,29 feet,Loop,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mays Peak,EASY,3.2 miles,777 feet,Out & Back,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilder Gulch Trail,MODERATE,7.3 miles,"1,289 feet",Out & Back,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Pawnee Buttes Trail,EASY,4.7 miles,364 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Grouse to Mule Deer Trail Loop,MODERATE,9.6 miles,"1,814 feet",Loop,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Naylor,MODERATE,2.6 miles,626 feet,Out & Back,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Peaks Loop Trail,HARD,13.1 miles,"4,734 feet",Loop,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mesa Lakes Trail,EASY,2.8 miles,396 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpine Loop Back Country Byway,HARD,73.2 miles,"8,891 feet",Loop,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunny Aspen Loop Trail,EASY,2.4 miles,587 feet,Loop,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cascade Creek East Fork,MODERATE,10.8 miles,"1,564 feet",Out & Back,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Barr Trail to Barr Camp,MODERATE,11.8 miles,"3,500 feet",Out & Back,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prospect Trail,MODERATE,8.4 miles,961 feet,Point to Point,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buchanan Pass / Camp Dick Trail,MODERATE,7.9 miles,941 feet,Out & Back,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buck Gulch Trail Loop,MODERATE,11.5 miles,"1,699 feet",Loop,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cascade Creek 4x4 Road,MODERATE,12.0 miles,"2,933 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
North Star Mountain Trails,MODERATE,3.5 miles,629 feet,Loop,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Colorado Trail : Segment 2,MODERATE,9.6 miles,"2,201 feet",Point to Point,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half Moon Trail,MODERATE,4.3 miles,"1,653 feet",Out & Back,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail : Segment 14,MODERATE,19.8 miles,"3,871 feet",Point to Point,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuck's Loop ,EASY,1.6 miles,55 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snodgrass Mountain Trail,MODERATE,8.8 miles,"2,296 feet",Loop,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roundup, Mesa, Quarry Pass Trail",MODERATE,3.5 miles,748 feet,Loop,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Creek Trail,HARD,25.5 miles,"4,163 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Peak via NCAR,HARD,5.3 miles,"2,706 feet",Out & Back,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Mesa, Bluestem and Shadow Canyon Loop",MODERATE,6.0 miles,"1,118 feet",Loop,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Gross Reservoir,MODERATE,5.3 miles,918 feet,Out & Back,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Animas River Trail (675),MODERATE,11.3 miles,334 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Basin to Mount Eolus,HARD,17.7 miles,"5,816 feet",Out & Back,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
East Maroon Trail to Copper Basin,HARD,20.9 miles,"3,854 feet",Out & Back,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa Creek Trail,MODERATE,1.3 miles,101 feet,Out & Back,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Pinnacles Trail,EASY,3.7 miles,482 feet,Out & Back,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barr Lake Trail,EASY,8.9 miles,88 feet,Loop,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Elk Falls and Chimney Rock Trail,MODERATE,11.6 miles,"2,139 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meridian Trail,MODERATE,6.5 miles,"1,666 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imogene Pass,MODERATE,17.5 miles,"4,734 feet",Point to Point,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlook Ridge and Lost Pond Loop Trail,MODERATE,3.1 miles,472 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Lake Loop Trail,MODERATE,6.8 miles,"1,332 feet",Loop,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lichen Loop Trail,EASY,1.3 miles,242 feet,Loop,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
