,Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars,Unnamed: 0,link
642,Kelly Flats Trail,HARD,10.2 miles,"2,814 feet",Point to Point,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Cache La Poudre Wilderness,4.4,642,https://www.alltrails.com/trail/us/colorado/kelly-flats-trail?ref=result-card
643,Raspberry Chautauqua Mountain Trail,MODERATE,5.2 miles,"1,030 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.9,643,https://www.alltrails.com/trail/us/colorado/raspberry-chautauqua-mountain-trail?ref=result-card
644,Bear Creek Trail,HARD,12.4 miles,"4,698 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Flats Wilderness Area,4.5,644,https://www.alltrails.com/trail/us/colorado/bear-creek?ref=result-card
645,East Lake Creek Trail,MODERATE,4.1 miles,"1,049 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,4.1,645,https://www.alltrails.com/trail/us/colorado/east-lake-creek-trail?ref=result-card
646,Rosalie Trail,HARD,11.5 miles,"3,756 feet",Point to Point,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6,646,https://www.alltrails.com/trail/us/colorado/rosalie-trail?ref=result-card
647,Guanella Pass Trail,EASY,24.7 miles,"3,458 feet",Point to Point,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.2,647,https://www.alltrails.com/trail/us/colorado/guanella-pass-trail?ref=result-card
648,Overlook Trail,MODERATE,5.9 miles,"2,116 feet",Out & Back,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.3,648,https://www.alltrails.com/trail/us/colorado/overlook-trail-beaver-creek?ref=result-card
649,Officers Gulch,EASY,1.1 miles,68 feet,Loop,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.1,649,https://www.alltrails.com/trail/us/colorado/officers-gulch?ref=result-card
650,Alberta Peak: Continental Divide National Scenic Trail,MODERATE,4.8 miles,"1,233 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South San Juan Wilderness,4.6,650,https://www.alltrails.com/trail/us/colorado/alberta-peak-continental-divide-national-scenic-trail?ref=result-card
651,Eaglesmere Lakes,MODERATE,7.4 miles,"1,850 feet",Out & Back,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.1,651,https://www.alltrails.com/trail/us/colorado/eaglesmere-trail?ref=result-card
652,Abyss Lake,HARD,23.3 miles,"6,105 feet",Out & Back,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6,652,https://www.alltrails.com/trail/us/colorado/abyss-lake?ref=result-card
653,Crosier Mountain Trail via Devil's Gulch Rd.,HARD,7.0 miles,"2,152 feet",Out & Back,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.3,653,https://www.alltrails.com/trail/us/colorado/crosier-mountain-trail-via-devils-gulch-rd?ref=result-card
654,Sentinel Point Trail,HARD,6.1 miles,"2,732 feet",Loop,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.2,654,https://www.alltrails.com/trail/us/colorado/sentinel-point-trail?ref=result-card
655,Royal Gorge Trail,EASY,5.4 miles,610 feet,Out & Back,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royal Gorge Park ,4.5,655,https://www.alltrails.com/trail/us/colorado/royal-gorge-trail?ref=result-card
656,Flatirons Vista North Trail to Springbrook Trail loop,MODERATE,8.1 miles,793 feet,Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.5,656,https://www.alltrails.com/trail/us/colorado/flatirons-vista-north-to-springbrook-loop?ref=result-card
657,Webster and Red Cone Pass Trail,MODERATE,17.5 miles,"3,759 feet",Out & Back,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.8,657,https://www.alltrails.com/trail/us/colorado/webster-and-red-cone-pass-trail?ref=result-card
658,Challenge Hill Blue Loop Trail,MODERATE,0.6 miles,173 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philip S. Miller Park,4.6,658,https://www.alltrails.com/trail/us/colorado/challenge-hill-blue-loop-trail?ref=result-card
659,Caribou Trail,EASY,4.0 miles,308 feet,Loop,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Roosevelt National Forest,4.3,659,https://www.alltrails.com/trail/us/colorado/caribou-trail--2?ref=result-card
660,High Line Canal Loop Trail,EASY,4.2 miles,114 feet,Loop,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.2,660,https://www.alltrails.com/trail/us/colorado/high-line-canal-loop-trail?ref=result-card
661,Missouri Mountain Trail ,MODERATE,8.6 miles,"4,416 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.6,661,https://www.alltrails.com/trail/us/colorado/missouri-mountain-trail--2?ref=result-card
662,Highline Canal Trail,EASY,7.2 miles,82 feet,Point to Point,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Hentzell Park,3.9,662,https://www.alltrails.com/trail/us/colorado/highline-canal-trail?ref=result-card
663,Maroon Creek Trail,MODERATE,6.9 miles,"1,161 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.1,663,https://www.alltrails.com/trail/us/colorado/maroon-creek-trail?ref=result-card
664,MacGregor Falls Trail,EASY,6.2 miles,948 feet,Out & Back,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.2,664,https://www.alltrails.com/trail/us/colorado/macgregor-falls-trail?ref=result-card
665,Sullivan Gulch Trail,MODERATE,2.0 miles,984 feet,Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.3,665,https://www.alltrails.com/trail/us/colorado/sullivan-gulch-trail?ref=result-card
666,Blackmer Loop Trail,MODERATE,4.2 miles,482 feet,Loop,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cheyenne Mountain State Park,4.4,666,https://www.alltrails.com/trail/us/colorado/blackmer-loop-trail?ref=result-card
667,Platte River Trail,MODERATE,6.6 miles,902 feet,Out & Back,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1,667,https://www.alltrails.com/trail/us/colorado/platte-river-trail?ref=result-card
668,Willow Creek / Salmon Lake Trail,HARD,16.6 miles,"3,031 feet",Out & Back,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles Nest Wilderness,4.5,668,https://www.alltrails.com/trail/us/colorado/willow-creek-salmon-lake-trail?ref=result-card
669,Bear Creek Greenbelt Lakewood Trail,EASY,3.5 miles,59 feet,Out & Back,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bear Valley Open Space,4.1,669,https://www.alltrails.com/trail/us/colorado/bear-creek-greenbelt-lakewood-trail?ref=result-card
670,"Fishhook Lake, Lost Lake, and Lake Elmo Trail",MODERATE,3.8 miles,528 feet,Out & Back,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.6,670,https://www.alltrails.com/trail/us/colorado/fishhook-lake-lost-lake-and-lake-elmo-trail?ref=result-card
671,Dillon Reservoir Loop,MODERATE,18.4 miles,"1,092 feet",Loop,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,White River National Forest,4.6,671,https://www.alltrails.com/trail/us/colorado/dillon-reservoir-loop?ref=result-card
672,Emerald Mountain Trail,MODERATE,1.5 miles,902 feet,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.1,672,https://www.alltrails.com/trail/us/colorado/emerald-mountain-trail?ref=result-card
673,Saint Peter's Dome Trail,MODERATE,1.2 miles,337 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.5,673,https://www.alltrails.com/trail/us/colorado/saint-peters-dome-trail?ref=result-card
674,Bluebell Mesa Loop,MODERATE,1.5 miles,429 feet,Loop,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.3,674,https://www.alltrails.com/trail/us/colorado/bluebell-mesa-loop--2?ref=result-card
675,Hummingbird and Songbird Loop Trail,EASY,2.1 miles,482 feet,Loop,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reynolds Ranch County Park,4.1,675,https://www.alltrails.com/trail/us/colorado/hummingbird-and-songbird-loop-trail?ref=result-card
676,Lake Charles Trail,HARD,8.4 miles,"1,745 feet",Out & Back,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.6,676,https://www.alltrails.com/trail/us/colorado/lake-charles-trail?ref=result-card
677,Lost Lake Trail,EASY,7.2 miles,"1,181 feet",Out & Back,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.3,677,https://www.alltrails.com/trail/us/colorado/lost-lake-vail-co?ref=result-card
678,Lily Ridge Trail,EASY,1.1 miles,196 feet,Loop,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.4,678,https://www.alltrails.com/trail/us/colorado/lily-ridge-trail?ref=result-card
679,Dinosaur Ridge,EASY,4.0 miles,705 feet,Out & Back,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matthews Winters Park,4.0,679,https://www.alltrails.com/trail/us/colorado/dinosaur-ridge--2?ref=result-card
680,Eagle Lake Trail,MODERATE,5.4 miles,"1,036 feet",Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.7,680,https://www.alltrails.com/trail/us/colorado/eagle-lake-trail?ref=result-card
681,Uncompahgre Peak Trail,HARD,7.1 miles,"2,870 feet",Out & Back,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Uncompahgre National Forest,4.7,681,https://www.alltrails.com/trail/us/colorado/uncompahgre-peak-trail?ref=result-card
682,Mason Creek Trail ,MODERATE,8.1 miles,"1,558 feet",Out & Back,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staunton State Park,4.4,682,https://www.alltrails.com/trail/us/colorado/mason-creek-trail?ref=result-card
683,Forest Canyon Overlook,EASY,0.3 miles,22 feet,Out & Back,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5,683,https://www.alltrails.com/trail/us/colorado/forest-canyon-overlook?ref=result-card
684,Canyon Rim Trail to Window Rock,EASY,1.8 miles,246 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,4.3,684,https://www.alltrails.com/trail/us/colorado/canyon-rim-trail-to-window-rock?ref=result-card
685,Beaver Trail ,MODERATE,3.4 miles,925 feet,Loop,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Golden Gate Canyon State Park,3.9,685,https://www.alltrails.com/trail/us/colorado/beaver-trail?ref=result-card
686,Apex and Enchanted Forest Trail Loop,MODERATE,5.5 miles,"1,243 feet",Loop,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apex Open Space Park,4.3,686,https://www.alltrails.com/trail/us/colorado/apex-and-enchanted-forest-trail-loop?ref=result-card
687,Mount Herman and Raspberry Mountain Loop via Whilte Ghost Trail,MODERATE,9.3 miles,"1,929 feet",Loop,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1,687,https://www.alltrails.com/trail/us/colorado/mount-herman-and-raspberry-mountain-loop-via-whilte-ghost-trail?ref=result-card
688,Grouse Lake Trail,HARD,9.0 miles,"2,851 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.2,688,https://www.alltrails.com/trail/us/colorado/grouse-lake-trail?ref=result-card
689,Music Pass Trail,MODERATE,2.5 miles,793 feet,Out & Back,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.8,689,https://www.alltrails.com/trail/us/colorado/music-pass-trail?ref=result-card
690,North Fork Shanahan Trail,EASY,2.4 miles,577 feet,Out & Back,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.2,690,https://www.alltrails.com/trail/us/colorado/north-fork-shanahan-trail?ref=result-card
691,Baker's Tank,HARD,5.1 miles,882 feet,Out & Back,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.2,691,https://www.alltrails.com/trail/us/colorado/bakers-tank?ref=result-card
692,Rawah Trail,MODERATE,25.0 miles,"5,062 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rawah Wilderness,4.9,692,https://www.alltrails.com/trail/us/colorado/rawah-wilderness-trails?ref=result-card
693,Keystone Gulch,HARD,18.1 miles,"2,788 feet",Loop,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.2,693,https://www.alltrails.com/trail/us/colorado/keystone-gulch?ref=result-card
694,Scotsman Trail Loop,MODERATE,1.0 miles,114 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.2,694,https://www.alltrails.com/trail/us/colorado/scotsman-trail-loop?ref=result-card
695,Seaman Reservoir Trail ,MODERATE,3.2 miles,403 feet,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gateway Mountain Park,3.7,695,https://www.alltrails.com/trail/us/colorado/seaman-reservoir-trail-to-the-jumping-rock?ref=result-card
696,Quail Lake Trail,EASY,1.1 miles,101 feet,Loop,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quail Lake Park,4.0,696,https://www.alltrails.com/trail/us/colorado/quail-lake-trail?ref=result-card
697,Bear Creek Trail to Panorama Point,MODERATE,6.1 miles,"1,099 feet",Loop,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lair o' the Bear Park,4.2,697,https://www.alltrails.com/trail/us/colorado/bear-creek-trail-to-panorama-point?ref=result-card
698,Moffat (Rollins Pass) Road,EASY,12.7 miles,"1,384 feet",Out & Back,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.3,698,https://www.alltrails.com/trail/us/colorado/moffat-rollins-pass-road?ref=result-card
699,Colorado Trail from Kenosha Pass to Georgia Pass,MODERATE,11.6 miles,"2,837 feet",Point to Point,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.4,699,https://www.alltrails.com/trail/us/colorado/colorado-trail-from-kenosha-pass-to-georgia-pass?ref=result-card
700,Gunnison Route Trail,HARD,1.8 miles,"1,781 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.7,700,https://www.alltrails.com/trail/us/colorado/gunnison-route--2?ref=result-card
701,Three Island Lake Trail,MODERATE,7.1 miles,"1,541 feet",Out & Back,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.6,701,https://www.alltrails.com/trail/us/colorado/three-island-lake-trail?ref=result-card
702,Gem Trail to Balanced Rock,MODERATE,7.0 miles,"1,696 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.4,702,https://www.alltrails.com/trail/us/colorado/gem-trail-to-balanced-rock?ref=result-card
703,Mosquito Pass Trail,MODERATE,12.5 miles,"2,965 feet",Point to Point,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6,703,https://www.alltrails.com/trail/us/colorado/mosquito-pass?ref=result-card
704,Wheeler Geologic Area Road,HARD,16.6 miles,"3,310 feet",Point to Point,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.5,704,https://www.alltrails.com/trail/us/colorado/wheeler-geologic-area-road?ref=result-card
705,South Table Mountain Trail,EASY,1.2 miles,465 feet,Out & Back,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Table Mountain Park,4.5,705,https://www.alltrails.com/trail/us/colorado/south-table-mountain-trail--2?ref=result-card
706,Chasm View Nature Trail,EASY,0.6 miles,108 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.7,706,https://www.alltrails.com/trail/us/colorado/chasm-view-nature-trail?ref=result-card
707,Sheep Mountain Trail,HARD,8.3 miles,"2,887 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.9,707,https://www.alltrails.com/trail/us/colorado/sheep-mountain-larimer-county?ref=result-card
708,Perkins Central Garden Trail,EASY,1.1 miles,75 feet,Loop,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Garden of the Gods,4.4,708,https://www.alltrails.com/trail/us/colorado/perkins-central-garden-trail?ref=result-card
709,Moody Hill Trail,MODERATE,18.5 miles,"4,484 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.1,709,https://www.alltrails.com/trail/us/colorado/moody-hill-trail?ref=result-card
710,Burning Bear Trail,EASY,7.5 miles,"1,253 feet",Out & Back,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.1,710,https://www.alltrails.com/trail/us/colorado/burning-bear-trail?ref=result-card
711,Hogback Ridge Trail,MODERATE,2.8 miles,816 feet,Loop,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunbarrel Ranch,4.0,711,https://www.alltrails.com/trail/us/colorado/hogback-ridge-trail?ref=result-card
712,French Pass Trail,MODERATE,7.3 miles,"1,653 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.6,712,https://www.alltrails.com/trail/us/colorado/french-pass-trail?ref=result-card
713,Sourdough Trail,HARD,11.0 miles,"1,610 feet",Out & Back,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.9,713,https://www.alltrails.com/trail/us/colorado/sourdough-trail?ref=result-card
714,Pineridge Trail,EASY,4.1 miles,252 feet,Loop,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cottonwood Glen Park,4.0,714,https://www.alltrails.com/trail/us/colorado/pineridge-trail?ref=result-card
715,Pikes Peak Highway: Cascade to the Summit of Pikes Peak,MODERATE,17.4 miles,"6,509 feet",Point to Point,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Hurricane Canyon Natural Area,4.6,715,https://www.alltrails.com/trail/us/colorado/pikes-peak-highway-cascade-to-the-summit-of-pikes-peak?ref=result-card
716,Liberty Cap Trail,MODERATE,12.9 miles,"2,004 feet",Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado National Monument,4.3,716,https://www.alltrails.com/trail/us/colorado/liberty-cap-trail?ref=result-card
717,Caribou Pass Trail,MODERATE,6.3 miles,"1,715 feet",Out & Back,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,4.7,717,https://www.alltrails.com/trail/us/colorado/caribou-pass-trail?ref=result-card
718,Lower Hunter Creek Trail,EASY,1.7 miles,456 feet,Out & Back,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.5,718,https://www.alltrails.com/trail/us/colorado/lower-hunter-creek-trail?ref=result-card
719,Colorado Trail: Segment 5,MODERATE,13.7 miles,"1,886 feet",Point to Point,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.9,719,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-5?ref=result-card
720,Lower Sand Creek Lake Trail,HARD,6.7 miles,"1,909 feet",Out & Back,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Great Sand Dunes National Preserve,4.9,720,https://www.alltrails.com/trail/us/colorado/lower-sand-creek-lake-trail?ref=result-card
721,Big Dominguez Canyon ,EASY,19.6 km,356 m,Out & Back,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dominguez Canyon Wilderness,4.5,721,https://www.alltrails.com/trail/us/colorado/big-dominguez-canyon?ref=result-card
722,Columbine Trail,MODERATE,7.6 miles,"1,607 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,North Cheyenne Cañon Park,4.2,722,https://www.alltrails.com/trail/us/colorado/columbine-trail--4?ref=result-card
723,The Incline Trail,HARD,3.6 miles,"1,922 feet",Loop,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane Canyon Natural Area,4.7,723,https://www.alltrails.com/trail/us/colorado/the-incline-trail?ref=result-card
